Project Title,Base Link,Publication Title,Authors,Published In,DOI,Link
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,Micromechanical analysis and fracture mechanics of Poly(lactic acid) (PLA)/Polycaprolactone (PCL) binary blends,,,,https://doi.org/10.1016/j.polymertesting.2023.107984
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,"Bio-Based Packaging: Materials, Modifications, Industrial Applications and Sustainability",,,,https://doi.org/10.3390/polym12071558
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,Essential Work of Fracture and Evaluation of the Interfacial Adhesion of Plasticized PLA/PBSA Blends with the Addition of Wheat Bran By-Product,,,,https://doi.org/10.3390/polym14030615
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,Recyclability Studies on Poly(lactic acid)/Poly(butylene succinate-co-adipate) (PLA/PBSA) Biobased and Biodegradable Films,,,,https://doi.org/10.1002/mame.202300136
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,Volume Change during Creep and Micromechanical Deformation Processes in PLA–PBSA Binary Blends,,,,https://doi.org/10.3390/polym13142379
Novel packaging films and textiles with tailored end of life and performance based on bio-based copolymers and coatings,https://cordis.europa.eu/project/id/837761,Wheat bran addition as potential alternative to control the plasticizer migration into PLA/PBSA blends,,,,https://doi.org/10.1007/s10853-022-07534-9
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,"Linking bioeconomy, circular economy, and sustainability: Trends, gaps and future orientation in the bio-based and biodegradable plastics industry",,,,https://doi.org/10.13135/2704-9906/7154
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Plastic impurities in biowaste treatment: environmental and economic life cycle assessment of a composting plant,,,,https://doi.org/10.1007/s11356-023-28353-8
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Assessing Provisions and Requirements for the Sustainable Production of Plastics: Towards Achieving SDG 12 from the Consumers’ Perspective,,,,https://doi.org/10.3390/su142416542
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Improvement of PBAT Processability and Mechanical Performance by Blending with Pine Resin Derivatives for Injection Moulding Rigid Packaging with Enhanced Hydrophobicity,,,,https://doi.org/10.3390/polym12122891
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Organic Waste Management and Circular Bioeconomy: A Literature Review Comparison between Latin America and the European Union,,,,https://doi.org/10.3390/su14031661
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Cost competitiveness of sustainable bioplastic feedstocks – A Monte Carlo analysis for polylactic acid,,,,https://doi.org/10.1016/j.clet.2022.100411
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Silane-Functionalized Sheep Wool Fibers from Dairy Industry Waste for the Development of Plasticized PLA Composites with Maleinized Linseed Oil for Injection-Molded Parts,,,,https://doi.org/10.3390/polym12112523
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Market dynamics of biodegradable bio-based plastics: projections and linkages to European policies,,,,https://doi.org/10.1016/j.bioeco.2022.100028
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Recent Advances in Bio-based Functional Additives for Polymers,,,,https://doi.org/10.1016/j.pmatsci.2023.101186
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Tube shelters from agricultural plastic waste: An example of circular economy,,,,https://doi.org/10.1016/j.jclepro.2020.122401
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Water absorption behavior and physico-chemical and mechanical performance of PLA-based biopolymers filled with degradable glass fibers,,,,https://doi.org/10.1002/app.54578
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Effect of Yerba Mate and Silk Fibroin Nanoparticles on the Migration Properties in Ethanolic Food Simulants and Composting Disintegrability of Recycled PLA Nanocomposites,,,,https://doi.org/10.3390/polym13121925
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Degradation of bio-based film plastics in soil under natural conditions,,,,https://doi.org/10.1016/j.scitotenv.2023.161401
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Garbage Patches and Their Environmental Implications in a Plastisphere,,,,https://doi.org/10.3390/jmse9111289
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Management accounting for circular economy: current limits and avenue for a dialogic approach.,,,,https://doi.org/10.1108/aaaj-04-2022-5766
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Investigation of mechanical recycling effect on electromagnetic properties of polylactic acid (PLA) – nanoclay nanocomposites: Towards a valorization of recycled PLA nanocomposites,,,,https://doi.org/10.1016/j.jcomc.2022.100339
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Influence of addition of organic fillers on the properties of mechanically recycled PLA,,,,https://doi.org/10.1007/s11356-020-08025-7
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,"Gastric carboxylesterases of the edible crab Cancer pagurus (Crustacea, Decapoda)can hydrolyze biodegradable plastics",,,,https://doi.org/10.1016/j.emcon.2023.100275
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Evaluation of the Technical Viability of Distributed Mechanical Recycling of PLA 3D Printing Wastes,,,,https://doi.org/10.3390/polym13081247
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Consumer attitudes and concerns with bioplastics use: An international study,,,,https://doi.org/10.1371/journal.pone.0266918
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,"Biodegradable Nanocomposites Developed from PLA/PCL Blends and Silk Fibroin Nanoparticles: Study on the Microstructure, Thermal Behavior, Crystallinity and Performance",,,,https://doi.org/10.1007/s10924-020-01684-0
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Effect of bio-based microplastics on earthworms Eisenia andrei,,,,https://doi.org/10.1016/j.scitotenv.2023.165423
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Effect of oligomeric lactic acid plasticizer on the mechanical recycling of poly(3-hydroxybutyrate-co-3-hydroxyvalerate),,,,https://doi.org/10.1007/s11356-023-31758-0
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Bioplastics in the Sea: Rapid In-Vitro Evaluation of Degradability and Persistence at Natural Temperatures,,,,https://doi.org/10.3389/fmars.2022.920293
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,The COVID-19 pandemic and single-use plastic waste in households: A preliminary study,,,,https://doi.org/10.1016/j.scitotenv.2021.148571
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Riverine Plastic Pollution in Asia: Results from a Bibliometric Assessment,,,,https://doi.org/10.3390/land11071117
Developing and Implementing Sustainability-Based Solutions for Bio-Based Plastic Production and Use to Preserve Land and Sea Environmental Quality in Europe,https://cordis.europa.eu/project/id/860407,Development of tri-layer antioxidant packaging systems based on recycled PLA/sodium caseinate/recycled PLA reinforced with lignocellulosic nanoparticles extracted from yerba mate waste,,,,https://doi.org/10.3144/expresspolymlett.2022.64
